first_name,last_name,email,phone,age,city,country,order_date,product_id,quantity,unit_price
Yusuf,Yilmaz,yusuf.yilmaz623@example.com,0593-000-0623,36,Adana,TR,2026/31/05,123,4,56.51
Enes,  YILDIZ  ,enes.yildiz624@example.com,5940000624,37,ANKARA,TR,2026-03-26,124,5,57.88
Ayse,Ak,ayse.ak625@example.com,+90 595 000 0625,38,Istanbul,TR,2026-03-27,125,1,59.25
Mehmet,Can,mehmet.can626@example.com,5960000626,39,Izmir,TR,2026-03-28,126,2,60.62
Zeynep,Arslan,zeynep.arslan627@example.com,(597) 000-0627,40,,TR,2026-03-29,127,3,61.99
Ali,Kaya,ali.kaya628@example.com,5980000628,41,Konya,TR,2026-03-30,128,4,63.36
  ELIF  ,Polat,elif.polat629[at]example.com,5990000629,42,  antalya ,TR,2026-03-31,129,5,64.73
Murat,Demir,murat.demir630@example.com,+90 510 000 0630,43,Eskisehir,Turkey,2026-04-01,130,1,66.10
Selin,Celik,selin.celik631@example.com,5110000631,44,Adana,TR,2026-04-02,131,2,67.47
Can,Sahin,can.sahin632@example.com,5120000632,45,Ankara,TR,2026-04-03,132,3,-12.00
Deniz,Koc,deniz.koc633@example.com,5130000633,46,Istanbul,TR,2026-04-04,133,4,70.21
Ece,Erdem,ece.erdem634@example.com,5140000634,47,Izmir,TR,2026-04-05,134,5,71.58
Burak,Kara,burak.kara635@example.com,+90 515 000 0635,48,Bursa,TR,2026-04-06,135,1,72.95
Derya,Veli,derya.veli636@,5160000636,49,Konya,TR,2026-04-07,136,2,74.32
Kerem,Oz,kerem.oz637@example.com,0517-000-0637,50,ANTALYA,TR,2026-04-08,137,3,75.69
Seda,Aydin,seda.aydin638@example.com,,51,Eskisehir,TR,2026-04-09,138,4,77.06
Yusuf,yilmaz,yusuf.yilmaz639@example.com,5190000639,156,Adana,Turkey,2026-04-10,139,5,78.43
Enes,Yildiz,enes.yildiz640@example.com,+90 520 000 0640,53,Ankara,TR,2026-04-11,140,1,79.80
Ayse,  AK  ,ayse.ak641@example.com,5210000641,54,Istanbul,TR,2026-04-12,141,2,81.17
Mehmet,Can,mehmet.can642@example.com,5220000642,55,Izmir,TR,2026-04-13,142,3,82.54
Zeynep,Arslan,zeynep.arslan643@example.com,5230000643,56,Bursa,TR,2026-04-14,143,4,83.91
ali,Kaya,ali.kaya644@example.com,0524-000-0644,57,Konya,TR,2026-04-15,144,5,85.28
Elif,Polat,elif.polat645@example.com,abc-phone,58,Antalya,TR,2026-04-16,145,1,86.65
  MURAT  ,Demir,murat.demir646@example.com,5260000646,59,,TR,2026-04-17,146,2,88.02
Selin,Celik,selin.celik647@example.com,5270000647,60,Adana,TR,2026-04-18,147,3,89.39
Can,Sahin,can.sahin648@example.com,5280000648,61,Ankara,Turkey,2026-04-19,148,4,90.76
Deniz,Koc,deniz.koc649@example.com,(529) 000-0649,62,Istanbul,TR,20.04.2026,149,5,92.13
Ece,Erdem,ece.erdem650@example.com,+90 530 000 0650,63,IZMIR,TR,2026-04-21,150,1,93.50
Burak,Kara,,0531-000-0651,64,Bursa,TR,2026-04-22,151,2,94.87
Derya,Veli,derya.veli652@example.com,5320000652,65,Konya,TR,2026-04-23,152,3,96.24
Kerem,Oz,kerem.oz653@example.com,5330000653,66,Antalya,TR,2026-04-24,153,4,97.61
Seda,Aydin,seda.aydin654@example.com,5340000654,67,Eskisehir,TR,2026-04-25,154,5,98.98
Yusuf,Yilmaz,yusuf.yilmaz655@example.com,+90 535 000 0655,68,Adana,TR,2026-04-26,155,1,100.35
Enes,Yildiz,ENES.YILDIZ656@EXAMPLE.COM,5360000656,69,Ankara,TR,2026-04-27,156,2,101.72
Ayse,Ak,ayse.ak657@example.com,5370000657,70,Istanbul,Turkey,2026-04-28,157,3,103.09
Mehmet,  CAN  ,mehmet.can658@example.com,0538-000-0658,71,Izmir,TR,29/04/2026,158,4,104.46
Zeynep,Arslan,zeynep.arslan659@example.com,5390000659,72,Bursa,TR,2026-04-30,159,5,105.83
Ali,Kaya,ali.kaya660@example.com,+90 540 000 0660,18,Konya,TR,2026-05-01,100,1,107.20
Elif,Polat,elif.polat661@example.com,5410000661,19,Antalya,TR,2026-05-02,101,2,108.57
Murat,demir,murat.demir662@example.com,5420000662,20,Eskisehir,TR,2026-05-03,102,3,109.94
  SELIN  ,Celik,selin.celik663@example.com,5430000663,21,ADANA,TR,2026-05-04,103,4,111.31
Can,Sahin,can.sahin664@example.com,5440000664,yas,Ankara,TR,2026-05-05,104,5,112.68
Deniz,Koc,deniz.koc665@example.com,+90 545 000 0665,23,,TR,2026-05-06,105,1,114.05
Ece,Erdem,ece.erdem666[at]example.com,5460000666,24,Izmir,Turkey,2026-05-07,106,2,115.42
burak,Kara,burak.kara667@example.com,,25,Bursa,TR,2026-05-08,107,3,116.79
Derya,Veli,derya.veli668@example.com,5480000668,26,Konya,TR,2026-05-09,108,4,118.16
Kerem,Oz,kerem.oz669@example.com,5490000669,27,Antalya,TR,2026-05-10,109,5,119.53
Seda,Aydin,seda.aydin670@example.com,+90 550 000 0670,-4,Eskisehir,TR,2026-05-11,110,1,120.90
Yusuf,Yilmaz,yusuf.yilmaz671@example.com,(551) 000-0671,29,Adana,TR,2026-05-12,111,2,122.27
Enes,Yildiz,enes.yildiz672@example.com,0552-000-0672,30,Ankara,TR,2026-05-13,112,3,123.64
Ayse,Ak,ayse.ak673@example.com,5530000673,31,Istanbul,TR,2026-05-14,113,4,125.01
Mehmet,Can,mehmet.can674@example.com,5540000674,32,Izmir,TR,2026-05-15,114,5,126.38
Zeynep,  ARSLAN  ,zeynep.arslan675@example.com,+90 555 000 0675,33,Bursa,Turkey,2026-05-16,115,1,127.75
Ali,Kaya,ali.kaya676@example.com,5560000676,34,KONYA,TR,2026-05-17,116,2,129.12
Elif,Polat,elif.polat677@example.com,5570000677,35,Antalya,TR,2026-05-18,117,3,130.49
Murat,Demir,murat.demir678@example.com,5580000678,36,Eskisehir,TR,2026-05-19,118,4,131.86
Selin,Celik,selin.celik679@example.com,0559-000-0679,37,Adana,TR,2026-05-20,119,0,133.23
  CAN  ,Sahin,can.sahin680@example.com,+90 560 000 0680,38,  ankara ,TR,2026-05-21,120,1,134.60
Deniz,Koc,deniz.koc681@example.com,5610000681,39,Istanbul,TR,2026-05-22,121,2,135.97
Ece,Erdem,,(562) 000-0682,40,Izmir,TR,2026-05-23,122,3,137.34
Burak,Kara,burak.kara683@example.com,5630000683,41,Bursa,TR,2026-05-24,123,4,138.71
Derya,Veli,derya.veli684@example.com,5640000684,42,,Turkey,2026-05-25,124,5,140.08
Kerem,oz,kerem.oz685@example.com,+90 565 000 0685,43,Antalya,TR,2026-05-26,125,1,141.45
Seda,Aydin,seda.aydin686@example.com,0566-000-0686,44,Eskisehir,TR,2026-05-27,126,2,142.82
Yusuf,Yilmaz,yusuf.yilmaz687@example.com,5670000687,45,Adana,TR,2026-05-28,127,3,144.19
Enes,Yildiz,enes.yildiz688@example.com,abc-phone,46,Ankara,TR,2026-05-29,128,4,145.56
Ayse,Ak,ayse.ak689@,5690000689,47,ISTANBUL,TR,2026-05-30,129,5,146.93
mehmet,Can,mehmet.can690@example.com,+90 570 000 0690,48,Izmir,TR,2026-05-31,130,1,148.30
Zeynep,Arslan,zeynep.arslan691@example.com,5710000691,49,Bursa,TR,2026-06-01,131,2,149.67
Ali,  KAYA  ,ali.kaya692@example.com,5720000692,50,Konya,TR,2026-06-02,132,3,151.04
Elif,Polat,elif.polat693@example.com,0573-000-0693,51,Antalya,Turkey,2026-06-03,133,4,152.41
Murat,Demir,murat.demir694@example.com,5740000694,52,Eskisehir,TR,2026-06-04,134,5,153.78
Selin,Celik,selin.celik695@example.com,+90 575 000 0695,53,Adana,TR,2026-06-05,135,1,155.15
Can,Sahin,can.sahin696@example.com,,54,Ankara,TR,2026-06-06,136,2,156.52
  DENIZ  ,Koc,DENIZ.KOC697@EXAMPLE.COM,5770000697,55,  istanbul ,TR,2026-06-07,137,3,157.89
Ece,Erdem,ece.erdem698@example.com,5780000698,56,Izmir,TR,2026-06-08,138,4,159.26
Burak,Kara,burak.kara699@example.com,5790000699,57,Bursa,TR,2026-06-09,139,5,160.63
Derya,Veli,derya.veli700@example.com,+90 580 000 0700,58,Konya,TR,2026-06-10,140,1,162.00
Kerem,Oz,kerem.oz701@example.com,5810000701,59,Antalya,TR,2026-06-11,141,2,163.37
Seda,Aydin,seda.aydin702@example.com,5820000702,60,ESKISEHIR,Turkey,2026-06-12,142,3,164.74
Yusuf,Yilmaz,yusuf.yilmaz703[at]example.com,5830000703,61,,TR,2026-06-13,143,4,166.11
Enes,Yildiz,enes.yildiz704@example.com,(584) 000-0704,62,Ankara,TR,2026-06-14,144,5,167.48
Ayse,Ak,ayse.ak705@example.com,+90 585 000 0705,63,Istanbul,TR,15/06/2026,145,1,168.85
Mehmet,Can,mehmet.can706@example.com,5860000706,64,Izmir,TR,2026-06-16,146,2,170.22
Zeynep,Arslan,zeynep.arslan707@example.com,0587-000-0707,65,Bursa,TR,2026-06-17,147,3,171.59
Ali,kaya,ali.kaya708@example.com,5880000708,66,Konya,TR,18.06.2026,148,4,172.96
Elif,  POLAT  ,elif.polat709@example.com,5890000709,67,Antalya,TR,2026-06-19,149,5,174.33
Murat,Demir,murat.demir710@example.com,+90 590 000 0710,156,Eskisehir,TR,2026-06-20,150,1,175.70
Selin,Celik,selin.celik711@example.com,5910000711,69,Adana,Turkey,2026-06-21,151,2,-12.00
Can,Sahin,can.sahin712@example.com,5920000712,70,Ankara,TR,2026/31/05,152,3,178.44
deniz,Koc,,5930000713,71,Istanbul,TR,2026-06-23,153,4,179.81
  ECE  ,Erdem,ece.erdem714@example.com,0594-000-0714,72,  izmir ,TR,2026-06-24,154,5,181.18
Burak,Kara,burak.kara715@example.com,+90 595 000 0715,18,BURSA,TR,2026-06-25,155,1,182.55
Derya,Veli,derya.veli716@example.com,5960000716,19,Konya,TR,2026-06-26,156,2,183.92
Kerem,Oz,kerem.oz717@example.com,5970000717,20,Antalya,TR,2026-06-27,157,3,185.29
Seda,Aydin,seda.aydin718@example.com,5980000718,21,Eskisehir,TR,2026-06-28,158,4,186.66
Yusuf,Yilmaz,yusuf.yilmaz719@example.com,5990000719,22,Adana,TR,2026-06-29,159,5,188.03
Enes,Yildiz,enes.yildiz720@example.com,+90 510 000 0720,23,Ankara,Turkey,2026-01-01,100,1,189.40
Ayse,Ak,ayse.ak721@example.com,0511-000-0721,24,Istanbul,TR,2026-01-02,101,2,190.77
Mehmet,Can,mehmet.can722@example.com,5120000722,25,,TR,2026-01-03,102,3,192.14
Zeynep,Arslan,zeynep.arslan723@example.com,5130000723,26,Bursa,TR,2026-01-04,103,4,193.51
Ali,Kaya,ali.kaya724@example.com,5140000724,27,Konya,TR,2026-01-05,104,5,194.88
Elif,Polat,elif.polat725@example.com,,28,Antalya,TR,2026-01-06,105,1,196.25
Murat,  DEMIR  ,murat.demir726@example.com,(516) 000-0726,29,Eskisehir,TR,2026-01-07,106,2,197.62
Selin,Celik,selin.celik727@example.com,5170000727,30,Adana,TR,2026-01-08,107,3,198.99
Can,Sahin,can.sahin728@example.com,0518-000-0728,31,ANKARA,TR,2026-01-09,108,4,200.36
Deniz,Koc,deniz.koc729@example.com,5190000729,32,Istanbul,Turkey,2026-01-10,109,5,201.73
Ece,Erdem,ece.erdem730@example.com,+90 520 000 0730,33,Izmir,TR,2026-01-11,110,1,203.10
  BURAK  ,kara,burak.kara731@example.com,abc-phone,34,  bursa ,TR,2026-01-12,111,2,204.47
Derya,Veli,derya.veli732@example.com,5220000732,35,Konya,TR,2026-01-13,112,3,205.84
Kerem,Oz,kerem.oz733@example.com,5230000733,36,Antalya,TR,2026-01-14,113,4,207.21
Seda,Aydin,seda.aydin734@example.com,5240000734,37,Eskisehir,TR,2026-01-15,114,5,208.58
Yusuf,Yilmaz,yusuf.yilmaz735@example.com,+90 525 000 0735,38,Adana,TR,2026-01-16,115,1,209.95
enes,Yildiz,enes.yildiz736@example.com,5260000736,39,Ankara,TR,2026-01-17,116,2,211.32
Ayse,Ak,ayse.ak737@example.com,(527) 000-0737,-4,Istanbul,TR,2026-01-18,117,3,212.69
Mehmet,Can,MEHMET.CAN738@EXAMPLE.COM,5280000738,41,Izmir,Turkey,2026-01-19,118,4,214.06
Zeynep,Arslan,zeynep.arslan739@example.com,5290000739,42,Bursa,TR,2026-01-20,119,5,215.43
Ali,Kaya,ali.kaya740[at]example.com,+90 530 000 0740,43,Konya,TR,2026-01-21,120,1,216.80
Elif,Polat,elif.polat741@example.com,5310000741,44,,TR,2026-01-22,121,2,218.17
Murat,Demir,murat.demir742@,0532-000-0742,45,Eskisehir,TR,2026-01-23,122,3,219.54
Selin,  CELIK  ,selin.celik743@example.com,5330000743,46,Adana,TR,2026-01-24,123,4,220.91
Can,Sahin,,5340000744,47,Ankara,TR,2026-01-25,124,5,222.28
Deniz,Koc,deniz.koc745@example.com,+90 535 000 0745,48,Istanbul,TR,2026-01-26,125,1,223.65
Ece,Erdem,ece.erdem746@example.com,5360000746,49,Izmir,TR,2026-01-27,126,2,225.02
Burak,Kara,burak.kara747@example.com,5370000747,yas,Bursa,Turkey,2026-01-28,127,3,226.39
  DERYA  ,Veli,derya.veli748@example.com,(538) 000-0748,51,  konya ,TR,2026-01-29,128,4,227.76
Kerem,Oz,kerem.oz749@example.com,0539-000-0749,52,Antalya,TR,2026-01-30,129,5,229.13
 MEHMET ,can,mehmet.can626@example.com,5960000626,39,Izmir,TR,2026-03-28,126,2,60.62
Yusuf,Yilmaz,yusuf.yilmaz751@example.com,5410000751,54,Adana,TR,2026-02-01,131,2,231.87
Enes,Yildiz,enes.yildiz752@example.com,5420000752,55,Ankara,TR,02/02/2026,132,3,233.24
Ayse,Ak,ayse.ak753@example.com,5430000753,56,Istanbul,TR,2026-02-03,133,4,234.61
Mehmet,can,mehmet.can754@example.com,,57,IZMIR,TR,2026-02-04,134,5,235.98
Zeynep,Arslan,zeynep.arslan755@example.com,+90 545 000 0755,58,Bursa,TR,2026-02-05,135,1,237.35
Ali,Kaya,ali.kaya756@example.com,0546-000-0756,59,Konya,Turkey,2026-02-06,136,2,238.72
Elif,Polat,elif.polat757@example.com,5470000757,60,Antalya,TR,2026-02-07,137,3,240.09
Murat,Demir,murat.demir758@example.com,5480000758,61,Eskisehir,TR,2026-02-08,138,4,241.46
selin,Celik,selin.celik759@example.com,(549) 000-0759,62,Adana,TR,2026-02-09,139,5,242.83
Can,  SAHIN  ,can.sahin760@example.com,+90 550 000 0760,63,,TR,2026-02-10,140,1,244.20
Deniz,Koc,deniz.koc761@example.com,5510000761,64,Istanbul,TR,2026-02-11,141,2,245.57
Ece,Erdem,ece.erdem762@example.com,5520000762,65,Izmir,TR,2026-02-12,142,3,246.94
Burak,Kara,burak.kara763@example.com,0553-000-0763,66,Bursa,TR,2026-02-13,143,4,248.31
Derya,Veli,derya.veli764@example.com,5540000764,67,Konya,TR,2026-02-14,144,5,249.68
  KEREM  ,Oz,kerem.oz765@example.com,+90 555 000 0765,68,  antalya ,Turkey,2026-02-15,145,1,251.05
Seda,Aydin,seda.aydin766@example.com,5560000766,69,Eskisehir,TR,2026-02-16,146,2,252.42
Yusuf,Yilmaz,yusuf.yilmaz767@example.com,5570000767,70,ADANA,TR,17.02.2026,147,3,253.79
Enes,Yildiz,enes.yildiz768@example.com,5580000768,71,Ankara,TR,2026-02-18,148,4,255.16
Ayse,Ak,ayse.ak769@example.com,5590000769,72,Istanbul,TR,2026-02-19,149,5,256.53
Mehmet,Can,mehmet.can770@example.com,+90 560 000 0770,18,Izmir,TR,2026-02-20,150,1,257.90
Zeynep,Arslan,zeynep.arslan771@example.com,5610000771,19,Bursa,TR,2026-02-21,151,2,259.27
Ali,Kaya,ali.kaya772@example.com,5620000772,20,Konya,TR,2026-02-22,152,3,260.64
Elif,Polat,elif.polat773@example.com,5630000773,21,Antalya,TR,2026-02-23,153,4,262.01
Murat,Demir,murat.demir774@example.com,abc-phone,22,Eskisehir,Turkey,2026-02-24,154,5,263.38
Selin,Celik,,+90 565 000 0775,23,Adana,TR,2026-02-25,155,1,264.75
Can,Sahin,can.sahin776@example.com,5660000776,24,Ankara,TR,2026-02-26,156,0,266.12
Deniz,  KOC  ,deniz.koc777[at]example.com,0567-000-0777,25,Istanbul,TR,2026-02-27,157,3,267.49
Ece,Erdem,ece.erdem778@example.com,5680000778,26,Izmir,TR,2026-02-28,158,4,268.86
Burak,Kara,BURAK.KARA779@EXAMPLE.COM,5690000779,27,,TR,2026-03-01,159,5,270.23
Derya,Veli,derya.veli780@example.com,+90 570 000 0780,28,KONYA,TR,2026-03-02,100,1,271.60
Kerem,Oz,kerem.oz781@example.com,(571) 000-0781,156,Antalya,TR,2026-03-03,101,2,272.97
  SEDA  ,Aydin,seda.aydin782@example.com,5720000782,30,  eskisehir ,TR,2026-03-04,102,3,274.34
Yusuf,Yilmaz,yusuf.yilmaz783@example.com,,31,Adana,Turkey,2026-03-05,103,4,275.71
Enes,Yildiz,enes.yildiz784@example.com,0574-000-0784,32,Ankara,TR,2026-03-06,104,5,277.08
Ayse,Ak,ayse.ak785@example.com,+90 575 000 0785,33,Istanbul,TR,2026-03-07,105,1,278.45
Mehmet,Can,mehmet.can786@example.com,5760000786,34,Izmir,TR,2026-03-08,106,2,279.82
Zeynep,Arslan,zeynep.arslan787@example.com,5770000787,35,Bursa,TR,2026-03-09,107,3,281.19
Ali,Kaya,ali.kaya788@example.com,5780000788,36,Konya,TR,2026-03-10,108,4,282.56
Elif,Polat,elif.polat789@example.com,5790000789,37,Antalya,TR,2026-03-11,109,5,283.93
Murat,Demir,murat.demir790@example.com,+90 580 000 0790,38,Eskisehir,TR,2026-03-12,110,1,-12.00
Selin,Celik,selin.celik791@example.com,0581-000-0791,39,Adana,TR,2026-03-13,111,2,286.67
Can,Sahin,can.sahin792@example.com,(582) 000-0792,40,Ankara,Turkey,2026-03-14,112,3,288.04
Deniz,Koc,deniz.koc793@example.com,5830000793,41,ISTANBUL,TR,2026-03-15,113,4,289.41
Ece,  ERDEM  ,ece.erdem794@example.com,5840000794,42,Izmir,TR,2026-03-16,114,5,290.78
Burak,Kara,burak.kara795@,+90 585 000 0795,43,Bursa,TR,2026-03-17,115,1,292.15
Derya,Veli,derya.veli796@example.com,5860000796,44,Konya,TR,2026-03-18,116,2,293.52
Kerem,Oz,kerem.oz797@example.com,5870000797,45,Antalya,TR,2026-03-19,117,3,294.89
Seda,Aydin,seda.aydin798@example.com,0588-000-0798,46,,TR,2026-03-20,118,4,296.26
  YUSUF  ,Yilmaz,yusuf.yilmaz799@example.com,5890000799,47,  adana ,TR,21/03/2026,119,5,297.63
Enes,yildiz,enes.yildiz800@example.com,+90 590 000 0800,48,Ankara,TR,2026-03-22,120,1,25.00
Ayse,Ak,ayse.ak801@example.com,5910000801,49,Istanbul,Turkey,2026/31/05,121,2,26.37
Mehmet,Can,mehmet.can802@example.com,5920000802,50,Izmir,TR,2026-03-24,122,3,27.74
Zeynep,Arslan,zeynep.arslan803@example.com,(593) 000-0803,51,Bursa,TR,2026-03-25,123,4,29.11
Ali,Kaya,ali.kaya804@example.com,5940000804,-4,Konya,TR,2026-03-26,124,5,30.48
elif,Polat,elif.polat805@example.com,+90 595 000 0805,53,Antalya,TR,2026-03-27,125,1,31.85
Murat,Demir,,5960000806,54,ESKISEHIR,TR,2026-03-28,126,2,33.22
Selin,Celik,selin.celik807@example.com,5970000807,55,Adana,TR,2026-03-29,127,3,34.59
Can,Sahin,can.sahin808@example.com,5980000808,56,Ankara,TR,2026-03-30,128,4,35.96
Deniz,Koc,deniz.koc809@example.com,5990000809,57,Istanbul,TR,2026-03-31,129,5,37.33
Ece,Erdem,ece.erdem810@example.com,+90 510 000 0810,58,Izmir,Turkey,2026-04-01,130,1,38.70
Burak,  KARA  ,burak.kara811@example.com,5110000811,59,Bursa,TR,2026-04-02,131,2,40.07
Derya,Veli,derya.veli812@example.com,,60,Konya,TR,2026-04-03,132,3,41.44
Kerem,Oz,kerem.oz813@example.com,5130000813,61,Antalya,TR,2026-04-04,133,4,42.81
Seda,Aydin,seda.aydin814[at]example.com,(514) 000-0814,62,Eskisehir,TR,2026-04-05,134,5,44.18
Yusuf,Yilmaz,yusuf.yilmaz815@example.com,+90 515 000 0815,63,Adana,TR,2026-04-06,135,1,45.55
  ENES  ,Yildiz,enes.yildiz816@example.com,5160000816,64,  ankara ,TR,2026-04-07,136,2,46.92
Ayse,Ak,ayse.ak817@example.com,abc-phone,65,,TR,2026-04-08,137,3,48.29
Mehmet,Can,mehmet.can818@example.com,5180000818,66,Izmir,TR,2026-04-09,138,4,49.66
Zeynep,Arslan,zeynep.arslan819@example.com,0519-000-0819,67,BURSA,Turkey,2026-04-10,139,5,51.03
Ali,Kaya,ALI.KAYA820@EXAMPLE.COM,+90 520 000 0820,68,Konya,TR,2026-04-11,140,1,52.40
Elif,Polat,elif.polat821@example.com,5210000821,69,Antalya,TR,2026-04-12,141,2,53.77
Murat,Demir,murat.demir822@example.com,5220000822,70,Eskisehir,TR,2026-04-13,142,3,55.14
Selin,celik,selin.celik823@example.com,5230000823,71,Adana,TR,2026-04-14,143,4,56.51
Can,Sahin,can.sahin824@example.com,5240000824,72,Ankara,TR,2026-04-15,144,5,57.88
Deniz,Koc,deniz.koc825@example.com,+90 525 000 0825,18,Istanbul,TR,2026-04-16,145,1,59.25
Ece,Erdem,ece.erdem826@example.com,0526-000-0826,19,Izmir,TR,17.04.2026,146,2,60.62
Burak,Kara,burak.kara827@example.com,5270000827,20,Bursa,TR,2026-04-18,147,3,61.99
derya,  VELI  ,derya.veli828@example.com,5280000828,21,Konya,Turkey,2026-04-19,148,4,63.36
Kerem,Oz,kerem.oz829@example.com,5290000829,22,Antalya,TR,2026-04-20,149,5,64.73
Seda,Aydin,seda.aydin830@example.com,+90 530 000 0830,yas,Eskisehir,TR,2026-04-21,150,1,66.10
Yusuf,Yilmaz,yusuf.yilmaz831@example.com,5310000831,24,Adana,TR,2026-04-22,151,2,67.47
Enes,Yildiz,enes.yildiz832@example.com,5320000832,25,ANKARA,TR,2026-04-23,152,3,68.84
  AYSE  ,Ak,ayse.ak833@example.com,0533-000-0833,26,  istanbul ,TR,2026-04-24,153,4,70.21
Mehmet,Can,mehmet.can834@example.com,5340000834,27,Izmir,TR,2026-04-25,154,5,71.58
Zeynep,Arslan,zeynep.arslan835@example.com,+90 535 000 0835,28,Bursa,TR,2026-04-26,155,1,72.95
Ali,Kaya,ali.kaya836@example.com,(536) 000-0836,29,,TR,2026-04-27,156,2,74.32
Elif,Polat,,5370000837,30,Antalya,Turkey,2026-04-28,157,3,75.69
Murat,Demir,murat.demir838@example.com,5380000838,31,Eskisehir,TR,2026-04-29,158,4,77.06
Selin,Celik,selin.celik839@example.com,5390000839,32,Adana,TR,2026-04-30,159,5,78.43
Can,Sahin,can.sahin840@example.com,+90 540 000 0840,33,Ankara,TR,2026-05-01,100,1,79.80
Deniz,Koc,deniz.koc841@example.com,,34,Istanbul,TR,2026-05-02,101,2,81.17
Ece,Erdem,ece.erdem842@example.com,5420000842,35,Izmir,TR,2026-05-03,102,3,82.54
Burak,Kara,burak.kara843@example.com,5430000843,36,Bursa,TR,2026-05-04,103,4,83.91
Derya,Veli,derya.veli844@example.com,5440000844,37,Konya,TR,2026-05-05,104,5,85.28
Kerem,  OZ  ,kerem.oz845@example.com,+90 545 000 0845,38,ANTALYA,TR,2026-05-06,105,1,86.65
Seda,aydin,seda.aydin846@example.com,5460000846,39,Eskisehir,Turkey,07/05/2026,106,2,88.02
Yusuf,Yilmaz,yusuf.yilmaz847@example.com,0547-000-0847,40,Adana,TR,2026-05-08,107,3,89.39
Enes,Yildiz,enes.yildiz848@,5480000848,41,Ankara,TR,2026-05-09,108,4,90.76
Ayse,Ak,ayse.ak849@example.com,5490000849,42,Istanbul,TR,2026-05-10,109,5,92.13
  MEHMET  ,Can,mehmet.can850@example.com,+90 550 000 0850,43,  izmir ,TR,2026-05-11,110,1,93.50
zeynep,Arslan,zeynep.arslan851[at]example.com,5510000851,44,Bursa,TR,2026-05-12,111,2,94.87
Ali,Kaya,ali.kaya852@example.com,5520000852,156,Konya,TR,2026-05-13,112,3,96.24
Elif,Polat,elif.polat853@example.com,5530000853,46,Antalya,TR,2026-05-14,113,4,97.61
Murat,Demir,murat.demir854@example.com,0554-000-0854,47,Eskisehir,TR,2026-05-15,114,5,98.98
Selin,Celik,selin.celik855@example.com,+90 555 000 0855,48,,Turkey,2026-05-16,115,1,100.35
Can,Sahin,can.sahin856@example.com,5560000856,49,Ankara,TR,2026-05-17,116,2,101.72
Deniz,Koc,deniz.koc857@example.com,5570000857,50,Istanbul,TR,2026-05-18,117,3,103.09
Ece,Erdem,ece.erdem858@example.com,(558) 000-0858,51,IZMIR,TR,2026-05-19,118,4,104.46
Burak,Kara,burak.kara859@example.com,5590000859,52,Bursa,TR,2026-05-20,119,5,105.83
Derya,Veli,derya.veli860@example.com,abc-phone,53,Konya,TR,2026-05-21,120,1,107.20
Kerem,Oz,KEREM.OZ861@EXAMPLE.COM,0561-000-0861,54,Antalya,TR,2026-05-22,121,2,108.57
Seda,  AYDIN  ,seda.aydin862@example.com,5620000862,55,Eskisehir,TR,2026-05-23,122,3,109.94
Yusuf,Yilmaz,yusuf.yilmaz863@example.com,5630000863,56,Adana,TR,2026-05-24,123,4,111.31
Enes,Yildiz,enes.yildiz864@example.com,5640000864,57,Ankara,Turkey,2026-05-25,124,5,112.68
Ayse,Ak,ayse.ak865@example.com,+90 565 000 0865,58,Istanbul,TR,2026-05-26,125,1,114.05
Mehmet,Can,mehmet.can866@example.com,5660000866,59,Izmir,TR,2026-05-27,126,2,115.42
  ZEYNEP  ,Arslan,zeynep.arslan867@example.com,5670000867,60,  bursa ,TR,2026-05-28,127,3,116.79
Ali,Kaya,,0568-000-0868,61,Konya,TR,2026-05-29,128,4,118.16
Elif,polat,elif.polat869@example.com,(569) 000-0869,62,Antalya,TR,2026-05-30,129,5,-12.00
Murat,Demir,murat.demir870@example.com,,63,Eskisehir,TR,2026-05-31,130,1,120.90
Selin,Celik,selin.celik871@example.com,5710000871,-4,ADANA,TR,2026-06-01,131,2,122.27
Can,Sahin,can.sahin872@example.com,5720000872,65,Ankara,TR,2026-06-02,132,3,123.64
Deniz,Koc,deniz.koc873@example.com,5730000873,66,Istanbul,Turkey,2026-06-03,133,0,125.01
ece,Erdem,ece.erdem874@example.com,5740000874,67,,TR,2026-06-04,134,5,126.38
Burak,Kara,burak.kara875@example.com,+90 575 000 0875,68,Bursa,TR,2026-06-05,135,1,127.75
Derya,Veli,derya.veli876@example.com,5760000876,69,Konya,TR,2026-06-06,136,2,129.12
Kerem,Oz,kerem.oz877@example.com,5770000877,70,Antalya,TR,2026-06-07,137,3,130.49
Seda,Aydin,seda.aydin878@example.com,5780000878,71,Eskisehir,TR,2026-06-08,138,4,131.86
Yusuf,  YILMAZ  ,yusuf.yilmaz879@example.com,5790000879,72,Adana,TR,2026-06-09,139,5,133.23
Enes,Yildiz,enes.yildiz880@example.com,+90 580 000 0880,18,Ankara,TR,2026-06-10,140,1,134.60
Ayse,Ak,ayse.ak881@example.com,5810000881,19,Istanbul,TR,2026-06-11,141,2,135.97
Mehmet,Can,mehmet.can882@example.com,0582-000-0882,20,Izmir,Turkey,2026-06-12,142,3,137.34
Zeynep,Arslan,zeynep.arslan883@example.com,5830000883,21,Bursa,TR,2026-06-13,143,4,138.71
  ALI  ,Kaya,ali.kaya884@example.com,5840000884,22,KONYA,TR,2026-06-14,144,5,140.08
